# Note - You may enter notes about your run here. They will be displayed every time this log is loaded.
# Saved Wednesday July 07 2021
# To calculate the rpm of your motor: take the Motor_RPM and divide by the number of motor poles / 2
LogSession_ID,Log_Frequency,Drive_Voltage,Drive_Current,Drive_Power,Temperature,Input_Throttle,Output_Throttle,Motor_RPM,Power_Consumption
55,8,32.53,6.28,204.29,82.40,1348,33.00,25560,11.43
55,8,32.48,6.32,205.27,82.40,1369,36.00,26160,11.44
55,8,32.36,6.94,224.58,82.40,1374,36.00,26820,11.45
55,8,32.25,7.33,236.39,82.40,1378,37.00,28020,11.45
55,8,32.20,7.18,231.20,82.40,1377,36.00,28020,11.46
55,8,32.23,7.02,226.25,82.40,1384,37.00,28020,11.46
55,8,32.19,7.13,229.51,82.40,1400,39.00,28620,11.47
55,8,32.07,7.69,246.62,82.40,1394,38.00,29220,11.48
55,8,32.00,7.77,248.64,82.40,1402,40.00,29220,11.48
55,8,32.01,7.60,243.28,82.40,1403,40.00,29820,11.49
55,8,31.97,7.68,245.53,82.40,1419,41.00,29820,11.50
55,8,31.90,7.81,249.14,82.40,1404,40.00,30480,11.50
55,8,31.81,7.68,244.30,82.40,1400,39.00,30480,11.51
55,8,31.77,7.20,228.74,82.40,1394,38.00,29220,11.52
55,8,31.76,7.04,223.59,82.40,1380,37.00,29220,11.52
55,8,31.74,6.85,217.42,82.40,1388,37.00,28620,11.53
55,8,31.72,6.88,218.23,82.40,1378,37.00,28020,11.53
55,8,31.70,6.88,218.10,82.40,1374,36.00,28020,11.54
55,8,31.70,6.68,211.76,82.40,1372,36.00,28020,11.55
55,8,31.70,6.66,211.12,82.40,1376,36.00,27420,11.55
55,8,31.70,6.96,220.63,82.40,1383,37.00,28020,11.56
55,8,31.68,7.10,224.93,82.40,1381,37.00,28020,11.56
55,8,31.68,6.97,220.81,82.40,1369,36.00,28620,11.57
55,8,31.68,6.62,209.72,82.40,1359,34.00,27420,11.58
55,8,31.68,6.22,197.05,82.40,1368,35.00,26820,11.58
55,8,31.67,6.41,203.00,82.40,1368,35.00,26820,11.59
55,8,31.65,6.57,207.94,82.40,1362,35.00,27420,11.59
55,8,31.64,6.41,202.81,82.40,1371,36.00,27420,11.60
55,8,31.64,6.59,208.51,84.20,1372,36.00,26820,11.60
55,8,31.63,6.95,219.83,84.20,1373,36.00,28020,11.61
55,8,31.61,6.89,217.79,84.20,1373,36.00,28020,11.62
55,8,31.60,6.84,216.14,84.20,1378,37.00,28020,11.62
55,8,31.60,6.86,216.78,84.20,1372,36.00,28020,11.63
55,8,31.61,6.75,213.37,84.20,1380,37.00,28020,11.63
55,8,31.61,6.87,217.16,84.20,1391,38.00,28020,11.64
55,8,31.57,7.23,228.25,84.20,1408,40.00,29220,11.65
55,8,31.52,7.59,239.24,84.20,1394,38.00,29220,11.65
55,8,31.49,7.39,232.71,84.20,1390,38.00,29820,11.66
55,8,31.47,6.93,218.09,84.20,1409,40.00,29220,11.66
55,8,31.47,7.43,233.82,84.20,1439,44.00,30480,11.67
55,8,31.44,10.30,323.83,84.20,1400,40.00,31080,11.68
55,8,31.42,7.35,230.94,84.20,1391,38.00,31680,11.69
55,8,31.41,6.48,203.54,84.20,1416,41.00,29220,11.69
55,8,31.43,7.17,225.35,84.20,1424,42.00,30480,11.70
55,8,31.43,7.78,244.53,84.20,1399,39.00,31080,11.71
55,8,31.43,7.23,227.24,84.20,1399,39.00,29820,11.71
55,8,31.43,6.88,216.24,84.20,1405,40.00,29820,11.72
55,8,31.43,7.04,221.27,84.20,1401,39.00,29820,11.72
55,8,31.44,7.06,221.97,84.20,1394,38.00,29820,11.73
55,8,31.42,6.79,213.34,84.20,1393,38.00,29220,11.74
55,8,31.41,6.76,212.33,84.20,1392,38.00,29220,11.74
55,8,31.41,6.70,210.45,84.20,1390,38.00,28620,11.75
55,8,31.39,6.77,212.51,84.20,1385,38.00,28620,11.75
55,8,31.38,6.77,212.44,84.20,1383,37.00,28620,11.76
55,8,31.34,6.72,210.60,84.20,1397,39.00,28620,11.76
55,8,31.31,7.28,227.94,84.20,1401,39.00,28620,11.77
55,8,31.27,7.72,241.40,84.20,1362,35.00,30480,11.78
55,8,31.27,6.57,205.44,84.20,1416,41.00,28620,11.78
55,8,31.28,7.52,235.23,84.20,1424,42.00,29220,11.79
55,8,31.28,10.64,332.82,84.20,1410,40.00,31080,11.80
55,8,31.28,8.01,250.55,84.20,1408,40.00,31080,11.81
55,8,31.29,7.45,233.11,84.20,1419,41.00,30480,11.81
55,8,31.31,7.72,241.71,84.20,1420,41.00,30480,11.82
55,8,31.31,7.95,248.91,84.20,1397,39.00,30480,11.83
55,8,31.30,7.31,228.80,84.20,1398,39.00,29220,11.83
55,8,31.25,7.17,224.06,84.20,1458,46.00,29220,11.84
55,8,31.11,11.16,347.19,84.20,1446,45.00,31080,11.85
55,8,31.02,11.57,358.90,84.20,1426,42.00,32880,11.86
55,8,30.98,10.03,310.73,84.20,1431,43.00,31080,11.87
55,8,31.01,7.62,236.30,84.20,1445,44.00,31080,11.87
55,8,31.03,10.42,323.33,84.20,1447,45.00,31680,11.88
55,8,31.02,10.68,331.29,84.20,1422,41.00,32280,11.89
55,8,31.02,10.12,313.92,84.20,1430,43.00,31680,11.90
55,8,31.01,7.97,247.15,84.20,1432,43.00,31080,11.91
55,8,31.01,10.21,316.61,84.20,1424,42.00,31080,11.92
55,8,31.01,7.84,243.12,84.20,1425,42.00,31680,11.92
55,8,31.02,7.66,237.61,84.20,1435,43.00,30480,11.93
55,8,31.02,7.96,246.92,84.20,1427,42.00,31080,11.94
55,8,31.00,7.87,243.97,84.20,1408,40.00,31680,11.94
55,8,31.00,7.42,230.02,84.20,1432,43.00,29820,11.95
55,8,31.00,7.81,242.11,84.20,1438,43.00,31080,11.96
55,8,30.99,10.22,316.72,84.20,1428,42.00,31680,11.97
55,8,30.99,7.89,244.51,84.20,1437,43.00,31680,11.97
55,8,30.98,8.00,247.84,84.20,1429,42.00,31680,11.98
55,8,30.95,7.93,245.43,84.20,1421,41.00,31080,11.99
55,8,30.95,7.69,238.01,84.20,1432,43.00,30480,11.99
55,8,30.95,7.83,242.34,84.20,1437,43.00,31080,12.00
55,8,30.96,10.16,314.55,84.20,1433,43.00,31080,12.01
55,8,30.96,10.46,323.84,84.20,1439,44.00,31080,12.02
55,8,30.94,10.23,316.52,84.20,1422,41.00,32280,12.03
55,8,30.92,7.22,223.24,84.20,1412,40.00,30480,12.03
55,8,30.91,7.18,221.93,84.20,1436,43.00,29820,12.04
55,8,30.91,10.09,311.88,84.20,1422,41.00,30480,12.05
55,8,30.90,10.11,312.40,84.20,1420,41.00,31080,12.06
55,8,30.90,7.59,234.53,84.20,1427,42.00,30480,12.06
55,8,30.91,7.79,240.79,84.20,1432,43.00,30480,12.07
55,8,30.92,7.99,247.05,84.20,1427,42.00,31080,12.08
55,8,30.92,7.88,243.65,84.20,1431,43.00,31080,12.08
55,8,30.91,7.79,240.79,84.20,1418,41.00,31080,12.09
55,8,30.89,7.21,222.72,84.20,1409,40.00,30480,12.10
55,8,30.88,6.97,215.23,84.20,1424,42.00,30480,12.10
55,8,30.87,7.63,235.54,84.20,1437,43.00,30480,12.11
55,8,30.88,10.57,326.40,84.20,1432,43.00,31680,12.12
55,8,30.86,10.16,313.54,84.20,1410,40.00,31680,12.13
55,8,30.84,7.09,218.66,84.20,1410,40.00,30480,12.13
55,8,30.84,6.86,211.56,84.20,1419,41.00,29820,12.14
55,8,30.86,7.22,222.81,84.20,1437,43.00,30480,12.15
55,8,30.84,10.17,313.64,84.20,1421,41.00,31080,12.16
55,8,30.82,7.95,245.02,84.20,1419,41.00,31080,12.16
55,8,30.81,7.40,227.99,84.20,1412,40.00,30480,12.17
55,8,30.82,7.38,227.45,84.20,1430,43.00,29820,12.17
55,8,30.81,10.03,309.02,84.20,1437,43.00,29820,12.18
55,8,30.80,10.65,328.02,84.20,1435,43.00,31080,12.19
55,8,30.80,10.31,317.55,84.20,1413,41.00,30480,12.20
55,8,30.81,7.69,236.93,84.20,1426,42.00,30480,12.21
55,8,30.83,7.89,243.25,84.20,1429,42.00,30480,12.22
55,8,30.82,10.02,308.82,84.20,1431,43.00,31080,12.22
55,8,30.80,10.07,310.16,84.20,1437,43.00,31080,12.23
55,8,30.79,10.11,311.29,84.20,1425,42.00,31080,12.24
55,8,30.80,7.78,239.62,84.20,1426,42.00,31080,12.25
55,8,30.80,7.79,239.93,84.20,1440,44.00,31080,12.26
55,8,30.80,10.29,316.93,84.20,1442,44.00,31080,12.26
55,8,30.79,10.51,323.60,84.20,1432,43.00,32280,12.27
55,8,30.79,10.13,311.90,84.20,1425,42.00,31680,12.28
55,8,30.79,7.89,242.93,84.20,1441,44.00,31080,12.29
55,8,30.78,10.42,320.73,84.20,1444,44.00,31080,12.30
55,8,30.77,10.50,323.08,84.20,1438,43.00,31680,12.31
55,8,30.77,10.16,312.62,84.20,1429,42.00,31080,12.32
55,8,30.77,7.83,240.93,84.20,1426,42.00,31080,12.32
55,8,30.76,7.77,239.01,84.20,1437,43.00,31080,12.33
55,8,30.73,10.13,311.29,84.20,1440,44.00,30480,12.34
55,8,30.73,10.40,319.59,84.20,1437,43.00,31680,12.35
55,8,30.73,10.19,313.14,84.20,1432,43.00,31080,12.36
55,8,30.73,7.92,243.38,84.20,1419,41.00,31080,12.36
55,8,30.73,7.71,236.93,84.20,1422,41.00,30480,12.37
55,8,30.74,7.64,234.85,84.20,1432,43.00,30480,12.38
55,8,30.73,7.81,240.00,84.20,1427,42.00,30480,12.38
55,8,30.73,7.87,241.85,84.20,1422,41.00,31080,12.39
55,8,30.73,7.77,238.77,84.20,1430,43.00,31080,12.40
55,8,30.72,7.89,242.38,84.20,1441,44.00,31080,12.40
55,8,30.71,10.50,322.45,84.20,1455,45.00,31680,12.41
55,8,30.68,10.96,336.25,84.20,1441,44.00,32280,12.42
55,8,30.68,10.46,320.91,84.20,1419,41.00,31680,12.43
55,8,30.68,7.27,223.04,84.20,1435,43.00,31680,12.44
55,8,30.70,7.49,229.94,84.20,1439,44.00,30480,12.44
55,8,30.72,10.27,315.49,84.20,1432,43.00,31680,12.45
55,8,30.71,10.21,313.55,84.20,1437,43.00,31080,12.46
55,8,30.71,7.88,241.99,86.00,1435,43.00,31680,12.47
55,8,30.69,7.84,240.61,86.00,1446,45.00,31080,12.48
55,8,30.67,10.54,323.26,86.00,1458,46.00,31680,12.48
55,8,30.65,10.88,333.47,86.00,1439,44.00,32880,12.49
55,8,30.63,10.09,309.06,87.80,1422,41.00,32280,12.50
55,8,30.62,7.08,216.79,87.80,1425,42.00,31680,12.51
55,8,30.60,7.13,218.18,87.80,1450,45.00,31080,12.51
55,8,30.57,10.38,317.32,87.80,1459,46.00,31680,12.52
55,8,30.48,10.95,333.76,87.80,1448,45.00,32880,12.53
55,8,30.43,10.40,316.47,87.80,1433,43.00,32880,12.54
55,8,30.40,7.77,236.21,87.80,1440,44.00,31680,12.55
55,8,30.41,7.86,239.02,87.80,1433,43.00,31680,12.56
55,8,30.41,7.77,236.29,87.80,1420,41.00,31080,12.56
55,8,30.41,7.38,224.43,87.80,1436,43.00,31080,12.57
55,8,30.45,7.68,233.86,87.80,1437,43.00,30480,12.58
55,8,30.51,10.24,312.42,87.80,1456,46.00,31680,12.58
55,8,30.54,10.77,328.92,87.80,1451,45.00,31680,12.59
55,8,30.56,11.02,336.77,87.80,1447,45.00,32280,12.60
55,8,30.54,10.38,317.01,87.80,1426,42.00,32280,12.61
55,8,30.54,7.56,230.88,87.80,1424,42.00,31080,12.62
55,8,30.54,7.34,224.16,87.80,1423,42.00,31080,12.63
55,8,30.53,7.80,238.13,87.80,1452,45.00,30480,12.63
55,8,30.53,10.69,326.37,87.80,1441,44.00,31680,12.64
55,8,30.52,10.60,323.51,87.80,1437,43.00,31680,12.65
55,8,30.52,10.10,308.25,87.80,1443,44.00,31080,12.66
55,8,30.49,10.28,313.44,87.80,1449,45.00,31680,12.67
55,8,30.49,10.61,323.50,87.80,1446,45.00,31680,12.68
55,8,30.49,10.48,319.54,87.80,1430,43.00,31680,12.69
55,8,30.50,7.93,241.86,87.80,1435,43.00,31680,12.69
55,8,30.49,7.85,239.35,87.80,1442,44.00,31080,12.70
55,8,30.48,10.14,309.07,87.80,1427,42.00,31080,12.71
55,8,30.49,7.89,240.57,87.80,1423,42.00,31080,12.72
55,8,30.50,7.56,230.58,87.80,1431,43.00,30480,12.72
55,8,30.51,7.99,243.77,87.80,1434,43.00,31080,12.73
55,8,30.49,10.24,312.22,87.80,1444,44.00,31080,12.74
55,8,30.46,10.46,318.61,87.80,1440,44.00,31080,12.75
55,8,30.45,10.29,313.33,87.80,1434,43.00,31680,12.76
55,8,30.45,7.95,242.08,87.80,1439,44.00,31080,12.76
55,8,30.47,10.04,305.92,87.80,1450,45.00,31080,12.77
55,8,30.48,10.45,318.52,87.80,1427,42.00,31680,12.78
55,8,30.48,10.20,310.90,87.80,1429,42.00,31680,12.79
55,8,30.47,7.78,237.06,87.80,1440,44.00,30480,12.80
55,8,30.47,10.07,306.83,87.80,1445,44.00,31680,12.81
55,8,30.45,10.37,315.77,87.80,1440,44.00,31080,12.81
55,8,30.46,10.26,312.52,87.80,1440,44.00,31080,12.82
55,8,30.44,10.24,311.71,87.80,1451,45.00,31680,12.83
55,8,30.43,10.38,315.86,87.80,1431,43.00,31080,12.84
55,8,30.44,8.01,243.82,87.80,1432,43.00,30480,12.85
55,8,30.44,7.92,241.08,87.80,1448,45.00,31080,12.86
55,8,30.45,10.46,318.51,87.80,1431,43.00,31080,12.86
55,8,30.46,10.32,314.35,87.80,1428,42.00,31680,12.87
55,8,30.49,7.72,235.38,87.80,1430,43.00,30480,12.88
55,8,30.53,7.81,238.44,87.80,1425,42.00,30480,12.89
55,8,30.55,8.01,244.71,87.80,1439,44.00,30480,12.89
55,8,30.53,10.24,312.63,87.80,1421,41.00,31080,12.90
55,8,30.52,7.97,243.24,87.80,1416,41.00,30480,12.91
55,8,30.53,7.32,223.48,87.80,1432,43.00,30480,12.92
55,8,30.53,7.69,234.78,87.80,1429,42.00,29820,12.92
55,8,30.54,7.90,241.27,87.80,1414,41.00,30480,12.93
55,8,30.54,7.57,231.19,87.80,1422,41.00,29820,12.94
55,8,30.54,7.55,230.58,87.80,1417,41.00,29820,12.94
55,8,30.56,7.58,231.64,87.80,1414,41.00,29820,12.95
55,8,30.61,7.47,228.66,87.80,1409,40.00,29820,12.96
55,8,30.69,7.34,225.26,87.80,1408,40.00,29220,12.96
55,8,30.74,7.40,227.48,87.80,1409,40.00,29220,12.97
55,8,30.75,7.33,225.40,87.80,1398,39.00,29220,12.97
55,8,30.73,7.25,222.79,87.80,1400,39.00,29220,12.98
55,8,30.68,7.11,218.13,87.80,1391,38.00,29820,12.99
55,8,30.61,6.76,206.92,87.80,1386,38.00,28620,12.99
55,8,30.62,6.86,210.05,87.80,1391,38.00,28620,13.00
55,8,30.65,7.20,220.68,87.80,1394,38.00,28620,13.01
55,8,30.66,7.15,219.22,87.80,1387,38.00,28620,13.01
55,8,30.72,6.86,210.74,87.80,1376,36.00,28620,13.02
55,8,30.80,6.58,202.66,87.80,1375,36.00,27420,13.02
55,8,30.91,6.57,203.08,87.80,1356,34.00,27420,13.03
55,8,30.99,6.41,198.65,87.80,1272,24.00,26820,13.03
55,8,31.19,5.97,186.20,87.80,1276,25.00,27420,13.04
55,8,31.55,4.74,149.55,87.80,1240,21.00,23760,13.04
55,8,31.77,4.34,137.88,87.80,1133,8.00,22500,13.05
55,8,31.91,3.94,125.73,87.80,1142,9.00,20700,13.05
55,8,32.00,3.72,119.04,87.80,1141,9.00,19500,13.05
55,8,32.03,3.72,119.15,87.80,1141,9.00,16440,13.06
55,8,32.06,3.73,119.58,87.80,1139,9.00,15840,13.06
55,8,32.07,3.71,118.98,87.80,1140,9.00,14580,13.06
55,8,32.07,3.72,119.30,87.80,1137,9.00,13380,13.07
55,8,32.07,3.73,119.62,87.80,1132,8.00,12780,13.07
55,8,32.07,3.70,118.66,87.80,1133,8.00,11580,13.07
55,8,32.07,3.70,118.66,87.80,1138,9.00,12180,13.08
55,8,32.09,3.71,119.05,87.80,1140,9.00,10920,13.08
55,8,32.11,3.74,120.09,87.80,1139,9.00,10320,13.08
55,8,32.13,3.75,120.49,87.80,1141,9.00,10320,13.09
55,8,32.13,3.75,120.49,87.80,1140,9.00,10320,13.09
55,8,32.13,3.72,119.52,87.80,1146,10.00,10320,13.09
55,8,32.11,3.72,119.45,87.80,1155,10.00,9720,13.10
55,8,32.11,3.78,121.38,87.80,1156,10.00,10320,13.10
55,8,32.10,3.84,123.26,87.80,1149,10.00,10920,13.10
55,8,32.11,3.85,123.62,87.80,1157,11.00,10320,13.11
55,8,32.13,3.82,122.74,87.80,1145,9.00,10920,13.11
55,8,32.13,3.81,122.42,87.80,1157,11.00,10320,13.11
55,8,32.13,3.82,122.74,87.80,1158,11.00,10920,13.12
55,8,32.13,3.84,123.38,87.80,1156,10.00,10920,13.12
55,8,32.13,3.85,123.70,87.80,1160,11.00,10920,13.12
55,8,32.13,3.86,124.02,87.80,1160,11.00,10920,13.13
55,8,32.13,3.84,123.38,87.80,1159,11.00,11580,13.13
55,8,32.14,3.81,122.45,87.80,1159,11.00,10920,13.13
55,8,32.15,3.80,122.17,87.80,1160,11.00,11580,13.14
55,8,32.18,3.83,123.25,87.80,1131,8.00,10920,13.14
55,8,32.19,3.80,122.32,87.80,1137,9.00,10920,13.14
55,8,32.19,3.74,120.39,87.80,1133,8.00,10920,13.15
55,8,32.21,3.74,120.47,87.80,1133,8.00,10320,13.15
55,8,32.22,3.72,119.86,87.80,1138,9.00,10320,13.15
55,8,32.25,3.70,119.33,87.80,1137,9.00,9720,13.16
55,8,32.26,3.70,119.36,87.80,1139,9.00,10320,13.16
55,8,32.26,3.70,119.36,87.80,1137,9.00,9720,13.16
55,8,32.26,3.70,119.36,87.80,1140,9.00,9720,13.17
55,8,32.26,3.70,119.36,87.80,1145,9.00,9720,13.17
55,8,32.25,3.72,119.97,87.80,1171,12.00,9720,13.17
55,8,32.22,3.80,122.44,87.80,1176,13.00,10320,13.18
55,8,32.17,3.95,127.07,87.80,1198,16.00,10920,13.18
55,8,32.11,4.15,133.26,87.80,1200,16.00,12180,13.18
55,8,32.09,4.23,135.74,87.80,1192,15.00,12780,13.19
55,8,32.10,4.12,132.25,87.80,1197,16.00,13380,13.19
55,8,32.13,4.09,131.41,87.80,1198,16.00,13380,13.19
55,8,32.14,4.10,131.77,87.80,1196,15.00,13980,13.20
55,8,32.14,4.09,131.45,87.80,1201,16.00,13380,13.20
55,8,32.14,4.11,132.10,87.80,1204,16.00,14580,13.20
55,8,32.13,4.15,133.34,87.80,1212,17.00,13980,13.21
55,8,32.11,4.26,136.79,87.80,1229,19.00,14580,13.21
55,8,32.07,4.44,142.39,87.80,1231,20.00,15240,13.21
55,8,32.05,4.47,143.26,87.80,1231,20.00,15840,13.22
55,8,32.05,4.38,140.38,87.80,1231,20.00,16440,13.22
55,8,32.07,4.32,138.54,87.80,1235,20.00,16440,13.23
55,8,32.07,4.34,139.18,87.80,1238,20.00,15840,13.23
55,8,32.07,4.41,141.43,87.80,1245,21.00,16440,13.23
55,8,32.04,4.56,146.10,87.80,1260,23.00,17040,13.24
55,8,31.99,4.80,153.55,87.80,1261,23.00,18240,13.24
55,8,31.98,4.73,151.27,87.80,1259,23.00,18240,13.25
55,8,31.99,4.65,148.75,87.80,1259,23.00,18240,13.25
55,8,32.00,4.61,147.52,87.80,1261,23.00,18840,13.25
55,8,32.00,4.62,147.84,87.80,1258,23.00,18240,13.26
55,8,32.00,4.59,146.88,87.80,1261,23.00,18240,13.26
55,8,32.00,4.57,146.24,87.80,1262,23.00,18840,13.27
55,8,32.00,4.61,147.52,87.80,1260,23.00,18240,13.27
55,8,32.00,4.59,146.88,87.80,1263,23.00,18240,13.27
55,8,32.00,4.60,147.20,87.80,1268,24.00,18240,13.28
55,8,31.99,4.71,150.67,87.80,1274,25.00,18840,13.28
55,8,31.96,4.90,156.60,87.80,1288,26.00,19500,13.29
55,8,31.90,5.17,164.92,87.80,1293,27.00,20700,13.29
55,8,31.85,5.25,167.21,87.80,1294,27.00,20700,13.30
55,8,31.84,5.15,163.98,87.80,1295,27.00,20700,13.30
55,8,31.85,5.12,163.07,87.80,1299,27.00,21300,13.30
55,8,31.87,5.15,164.13,87.80,1301,27.00,21300,13.31
55,8,31.84,5.23,166.52,87.80,1309,29.00,21300,13.31
55,8,31.81,5.40,171.77,87.80,1322,30.00,21900,13.32
55,8,31.74,5.64,179.01,87.80,1326,30.00,21900,13.32
55,8,31.68,5.85,185.33,87.80,1332,31.00,23160,13.33
55,8,31.64,5.98,189.21,87.80,1340,32.00,23760,13.33
55,8,31.61,6.03,190.61,87.80,1354,34.00,24360,13.34
55,8,31.56,6.27,197.88,87.80,1353,34.00,24960,13.34
55,8,31.54,6.38,201.23,87.80,1351,33.00,25560,13.35
55,8,31.53,6.35,200.22,87.80,1359,34.00,25560,13.35
55,8,31.52,6.36,200.47,87.80,1363,35.00,25560,13.36
55,8,31.49,6.48,204.06,87.80,1372,36.00,26160,13.37
55,8,31.44,6.85,215.36,87.80,1382,37.00,27420,13.37
55,8,31.36,7.39,231.75,87.80,1383,37.00,27420,13.38
55,8,31.33,7.38,231.22,87.80,1382,37.00,28020,13.38
55,8,31.32,7.14,223.62,87.80,1383,37.00,28620,13.39
55,8,31.35,7.06,221.33,87.80,1382,37.00,28020,13.40
55,8,31.34,7.06,221.26,87.80,1393,38.00,28620,13.40
55,8,31.30,7.16,224.11,87.80,1419,41.00,28020,13.41
55,8,31.19,7.71,240.47,87.80,1412,40.00,29820,13.42
55,8,31.13,7.89,245.62,87.80,1409,40.00,29820,13.42
55,8,31.07,7.67,238.31,87.80,1407,40.00,29220,13.43
55,8,31.07,7.61,236.44,87.80,1420,41.00,29820,13.44
55,8,31.07,7.64,237.37,87.80,1411,40.00,29820,13.44
55,8,31.10,7.55,234.81,87.80,1400,39.00,29220,13.45
55,8,31.13,7.37,229.43,87.80,1413,41.00,29220,13.46
55,8,31.11,10.03,312.03,87.80,1409,40.00,29820,13.46
55,8,31.10,10.16,315.98,87.80,1419,41.00,30480,13.47
55,8,31.07,10.02,311.32,87.80,1432,43.00,30480,13.48
55,8,31.04,7.95,246.77,87.80,1419,41.00,30480,13.49
55,8,31.00,7.80,241.80,87.80,1410,40.00,30480,13.50
55,8,30.96,7.53,233.13,87.80,1408,40.00,29820,13.50
55,8,30.91,7.25,224.10,87.80,1414,41.00,29220,13.51
55,8,30.88,7.50,231.60,87.80,1412,40.00,29820,13.52
55,8,30.86,7.55,232.99,87.80,1404,40.00,29220,13.52
55,8,30.87,7.29,225.04,87.80,1411,40.00,29220,13.53
55,8,30.89,7.30,225.50,87.80,1398,39.00,29220,13.53
55,8,30.89,7.16,221.17,87.80,1392,38.00,28620,13.54
55,8,30.88,6.97,215.23,87.80,1403,40.00,28620,13.55
55,8,30.84,7.17,221.12,87.80,1405,40.00,29220,13.55
55,8,30.82,7.37,227.14,87.80,1390,38.00,28620,13.56
55,8,30.79,7.13,219.53,87.80,1415,41.00,28620,13.57
55,8,30.66,7.46,228.72,87.80,1422,41.00,29220,13.57
55,8,30.57,7.93,242.42,87.80,1430,43.00,29820,13.58
55,8,30.56,7.96,243.26,87.80,1421,41.00,29820,13.59
55,8,30.59,7.91,241.97,87.80,1415,41.00,30480,13.59
55,8,30.63,7.72,236.46,87.80,1429,42.00,30480,13.60
55,8,30.63,7.82,239.53,87.80,1422,41.00,29820,13.61
55,8,30.61,7.81,239.06,87.80,1426,42.00,30480,13.61
55,8,30.60,7.90,241.74,87.80,1430,43.00,30480,13.62
55,8,30.59,7.96,243.50,87.80,1425,42.00,30480,13.63
55,8,30.61,7.74,236.92,87.80,1425,42.00,30480,13.63
55,8,30.61,7.75,237.23,87.80,1429,42.00,30480,13.64
55,8,30.61,7.98,244.27,87.80,1424,42.00,30480,13.65
55,8,30.61,7.98,244.27,87.80,1430,43.00,31080,13.65
55,8,30.61,7.89,241.51,87.80,1432,43.00,30480,13.66
55,8,30.61,10.12,309.77,87.80,1436,43.00,31080,13.67
55,8,30.61,10.36,317.12,87.80,1441,44.00,31080,13.68
55,8,30.58,10.49,320.78,87.80,1442,44.00,31680,13.69
55,8,30.57,10.07,307.84,87.80,1425,42.00,31080,13.70
55,8,30.57,7.40,226.22,87.80,1434,43.00,30480,13.70
55,8,30.60,7.71,235.93,87.80,1443,44.00,31080,13.71
55,8,30.59,10.28,314.47,87.80,1437,43.00,31080,13.72
55,8,30.58,10.22,312.53,87.80,1437,43.00,31680,13.73
55,8,30.56,8.01,244.79,87.80,1433,43.00,31080,13.73
55,8,30.56,7.81,238.67,87.80,1436,43.00,31680,13.74
55,8,30.54,7.89,240.96,87.80,1447,45.00,31080,13.75
55,8,30.53,10.46,319.34,87.80,1437,43.00,31680,13.76
55,8,30.51,10.34,315.47,87.80,1437,43.00,31680,13.77
55,8,30.53,7.81,238.44,87.80,1429,42.00,31680,13.77
55,8,30.53,7.57,231.11,87.80,1429,42.00,31080,13.78
55,8,30.54,7.63,233.02,87.80,1410,40.00,31080,13.79
55,8,30.53,7.48,228.36,87.80,1422,41.00,29820,13.79
55,8,30.53,7.52,229.59,87.80,1438,43.00,30480,13.80
55,8,30.52,10.13,309.17,87.80,1447,45.00,31080,13.81
55,8,30.46,10.74,327.14,87.80,1441,44.00,31680,13.82
55,8,30.44,10.38,315.97,87.80,1436,43.00,31680,13.83
55,8,30.43,10.12,307.95,87.80,1434,43.00,31080,13.83
55,8,30.42,10.20,310.28,87.80,1446,45.00,31080,13.84
55,8,30.45,10.35,315.16,87.80,1431,43.00,31680,13.85
55,8,30.45,10.12,308.15,87.80,1433,43.00,31080,13.86
55,8,30.45,7.99,243.30,87.80,1433,43.00,30480,13.87
55,8,30.44,8.01,243.82,87.80,1422,41.00,31080,13.88
55,8,30.44,10.02,305.01,87.80,1431,43.00,30480,13.88
55,8,30.44,10.41,316.88,87.80,1443,44.00,30480,13.89
55,8,30.44,10.48,319.01,87.80,1433,43.00,31680,13.90
55,8,30.44,10.30,313.53,87.80,1442,44.00,30480,13.91
55,8,30.43,10.29,313.12,87.80,1432,43.00,31680,13.92
55,8,30.44,10.28,312.92,87.80,1448,45.00,31080,13.93
55,8,30.44,10.42,317.18,87.80,1450,45.00,31680,13.94
55,8,30.44,10.61,322.97,87.80,1436,43.00,31680,13.95
55,8,30.44,10.06,306.23,87.80,1435,43.00,31080,13.96
55,8,30.45,7.83,238.42,87.80,1430,43.00,31080,13.96
55,8,30.44,7.95,242.00,87.80,1435,43.00,30480,13.97
55,8,30.42,10.25,311.81,87.80,1446,45.00,31080,13.98
55,8,30.43,10.61,322.86,87.80,1439,44.00,31080,13.99
55,8,30.42,10.46,318.19,87.80,1430,43.00,31680,14.00
55,8,30.42,7.80,237.28,87.80,1436,43.00,30480,14.00
55,8,30.41,7.91,240.54,87.80,1445,44.00,31080,14.01
55,8,30.41,10.43,317.18,87.80,1430,43.00,31080,14.02
55,8,30.41,10.06,305.92,87.80,1436,43.00,31080,14.03
55,8,30.40,10.05,305.52,87.80,1432,43.00,30480,14.04
55,8,30.40,10.16,308.86,87.80,1424,42.00,31080,14.05
55,8,30.40,7.86,238.94,87.80,1421,41.00,31080,14.05
55,8,30.39,7.69,233.70,87.80,1424,42.00,30480,14.06
55,8,30.38,7.81,237.27,87.80,1429,42.00,29820,14.07
55,8,30.38,10.12,307.45,87.80,1426,42.00,30480,14.07
55,8,30.38,8.01,243.34,87.80,1420,41.00,31080,14.08
55,8,30.39,7.69,233.70,87.80,1437,43.00,30480,14.09
